group,accuracy,balanced_accuracy,macro_f1,row_count
S001,0.43333333333333335,0.43333333333333335,0.3453145057766367,30.0
S002,1.0,1.0,1.0,15.0
S003,0.5333333333333333,0.5178571428571428,0.49760765550239233,15.0
