group,accuracy,balanced_accuracy,macro_f1,row_count
12,0.48333333333333334,0.47664071190211343,0.4578839988341591,60.0
4,0.5,0.4905450500556173,0.45054945054945056,60.0
8,0.5166666666666667,0.5,0.4744790093627303,60.0
