group,accuracy,balanced_accuracy,macro_f1,row_count
12,0.5111111111111111,0.5108695652173914,0.5108695652173914,90.0
4,0.6,0.6,0.5927601809954751,30.0
8,0.5555555555555556,0.5612648221343874,0.5273109243697479,45.0
