group,accuracy,balanced_accuracy,macro_f1,row_count
12,0.4,0.42857142857142855,0.2857142857142857,15.0
4,0.5333333333333333,0.5089285714285714,0.4444444444444444,30.0
8,0.8666666666666667,0.8660714285714286,0.8660714285714286,15.0
