group,accuracy,balanced_accuracy,macro_f1,row_count
S001,0.5,0.5,0.3333333333333333,30.0
S002,0.6,0.625,0.55,15.0
S003,0.7333333333333333,0.7321428571428572,0.7321428571428572,15.0
