group,accuracy,balanced_accuracy,macro_f1,row_count
12,0.4666666666666667,0.5,0.3181818181818182,15.0
4,0.6333333333333333,0.6160714285714286,0.5970695970695971,30.0
8,0.6,0.625,0.55,15.0
