group,accuracy,balanced_accuracy,macro_f1,row_count
S001,0.5333333333333333,0.5296442687747036,0.5181030086690463,45.0
S002,0.4888888888888889,0.48023715415019763,0.3915343915343915,45.0
S006,0.4888888888888889,0.48511904761904756,0.48481831757093086,45.0
S009,0.5555555555555556,0.5505952380952381,0.55,45.0
