group,accuracy,balanced_accuracy,macro_f1,row_count
S001,0.5,0.5,0.3333333333333333,30.0
S002,0.5333333333333333,0.5,0.34782608695652173,15.0
S003,0.5333333333333333,0.5,0.34782608695652173,15.0
