group,accuracy,balanced_accuracy,macro_f1,row_count
S001,0.4,0.4,0.3973214285714286,30.0
S002,0.4666666666666667,0.49107142857142855,0.4,15.0
S003,0.5333333333333333,0.5625,0.4444444444444444,15.0
