group,accuracy,balanced_accuracy,macro_f1,row_count
12,0.5166666666666667,0.5088987764182424,0.48444444444444446,60.0
4,0.48333333333333334,0.4744160177975528,0.43823618242222895,60.0
8,0.5166666666666667,0.5,0.4744790093627303,60.0
